genre,metascore,movie,rate,time,votes,year
"
Comedy, Romance            ",39,Tammy,4.9,97 min,42267,(2014)
"
Horror, Thriller            ",38,Ouija,4.5,89 min,41856,(II) (2014)
"
Crime, Drama            ",92,Leviafan,7.6,140 min,40741,(2014)
"
Comedy, Drama, Romance            ",31,Before We Go,6.8,95 min,40143,(I) (2014)
"
Animation, Adventure, Drama            ",85,Song of the Sea,8.1,93 min,40041,(2014)
"
Drama            ",74,Mommy,8.1,139 min,40015,(I) (2014)
"
Adventure, Comedy, Drama            ",29,Hector and the Search for Happiness,7.0,120 min,39969,(2014)
"
Biography, Drama, Sport            ",56,Million Dollar Arm,7.0,124 min,39925,(2014)
"
Drama            ",89,"Deux jours, une nuit",7.4,95 min,39665,(2014)
"
Comedy, Drama, Mystery            ",77,While We're Young,6.3,97 min,39214,(2014)
"
Biography, Crime, Drama            ",60,Kill the Messenger,7.0,112 min,39051,(2014)
"
Action, Crime, Drama            ",64,The Rover,6.4,103 min,38955,(2014)
"
Comedy, Drama, Horror            ",55,Tusk,5.3,102 min,38218,(2014)
"
Comedy, Drama, Romance            ",63,Laggies,6.4,99 min,37200,(2014)
"
Drama            ",16,God's Not Dead,4.8,113 min,36740,(2014)
"
Drama, Romance            ",30,Endless Love,6.3,104 min,36443,(2014)
"
Comedy            ",55,The Inbetweeners 2,6.4,96 min,36410,(2014)
"
Action, Crime, Sci-Fi            ",40,Brick Mansions,5.7,90 min,36305,(2014)
"
Horror, Thriller            ",42,Paranormal Activity: The Marked Ones,5.0,84 min,35828,(2014)
"
Comedy, Drama, Romance            ",74,The Skeleton Twins,6.8,93 min,35693,(2014)
"
Sci-Fi, Thriller            ",50,Time Lapse,6.5,104 min,35639,(2014)
"
Drama, War            ",54,Camp X-Ray,6.9,117 min,35454,(2014)
"
Comedy, Family            ",54,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2,81 min,35443,(2014)
"
Comedy, Drama            ",43,Wish I Was Here,6.7,106 min,33731,(2014)
"
Drama            ",88,Kis Uykusu,8.2,196 min,33337,(2014)
"
Comedy, Drama            ",67,Maps to the Stars,6.2,111 min,33305,(2014)
"
Horror, Mystery, Thriller            ",81,Ich seh ich seh,6.7,99 min,32804,(2014)
"
Biography, Drama, Sport            ",65,Pawn Sacrifice,7.0,115 min,32584,(2014)
"
Drama            ",49,Cake,6.4,102 min,32028,(II) (2014)
"
Drama, Western            ",64,The Salvation,6.7,92 min,31265,(2014)
"
Action, Drama, Fantasy            ",12,Left Behind,3.1,110 min,30890,(I) (2014)
"
Biography, Drama, Music            ",80,Love & Mercy,7.4,121 min,30708,(2014)
"
Crime, Thriller            ",73,Cold in July,6.8,109 min,30603,(2014)
"
Adventure, Drama, Thriller            ",62,Black Sea,6.4,114 min,30304,(2014)
"
Comedy, Drama, Family            ",33,Annie,5.3,118 min,29921,(2014)
"
Drama, Fantasy, Romance            ",66,The One I Love,7.1,91 min,29542,(2014)
"
Drama, Music, Romance            ",45,Step Up All In,6.0,112 min,29355,(2014)
"
Biography, Drama, Music            ",54,Jersey Boys,6.8,134 min,29040,(2014)
"
Comedy, Horror, Mystery            ",76,Housebound,6.8,107 min,28740,(2014)
"
Comedy, Drama            ",34,A Long Way Down,6.4,96 min,28339,(2014)
"
Horror, Thriller            ",44,13 Sins,6.3,93 min,28084,(2014)
"
Adventure, Comedy, Crime            ",61,Muppets Most Wanted,6.4,107 min,27809,(2014)
"
Action, Adventure            ",53,Big Game,5.4,90 min,27098,(2014)
"
Comedy, Drama            ",38,"Men, Women & Children",6.7,119 min,27042,(2014)
"
Drama, Western            ",68,The Homesman,6.6,122 min,26378,(2014)
"
Horror, Thriller            ",74,Creep,6.3,77 min,26328,(I) (2014)
"
Romance, Thriller            ",66,The Two Faces of January,6.2,96 min,26234,(2014)
"
Drama            ",76,99 Homes,7.1,112 min,25161,(2014)
"
Drama, Horror            ",81,A Girl Walks Home Alone at Night,7.0,101 min,24857,(2014)
"
Drama, Mystery, Thriller            ",51,White Bird in a Blizzard,6.4,91 min,24504,(2014)
"
Crime, Drama, Mystery            ",36,The Captive,5.9,112 min,24478,(2014)
"
Comedy, Romance            ",81,Top Five,6.4,102 min,24228,(2014)
"
Drama, Romance            ",65,X+Y,7.2,111 min,24219,(2014)
"
Biography, Drama            ",65,The Good Lie,7.4,110 min,24140,(2014)
"
Animation, Adventure, Comedy            ",37,The Nut Job,5.7,85 min,23630,(I) (2014)
"
Drama, Horror, Thriller            ",42,The Woman in Black 2: Angel of Death,4.9,98 min,23625,(2014)
"
Drama            ",78,Clouds of Sils Maria,6.7,124 min,23519,(2014)
"
Biography, Drama, Family            ",47,Heaven Is for Real,5.8,99 min,23465,(2014)
"
Action, Crime, Drama            ",49,Son of a Gun,6.5,108 min,23068,(2014)
"
Comedy, Drama, Romance            ",79,Dear White People,6.1,108 min,22824,(2014)
"
Comedy, Drama, Romance            ",46,The Little Death,7.1,96 min,22718,(2014)
"
Drama, Romance            ",36,Serena,5.4,109 min,22444,(I) (2014)
"
Animation, Drama, Family            ",72,Omoide no Mânî,7.7,103 min,22237,(2014)
"
Horror, Mystery, Thriller            ",65,Honeymoon,5.7,87 min,21947,(2014)
"
Crime, Drama, Romance            ",40,Highway,7.6,133 min,21854,(I) (2014)
"
Biography, Drama, History            ",94,Mr. Turner,6.8,150 min,21644,(2014)
"
Biography, Drama, History            ",76,Testament of Youth,7.3,129 min,21541,(2014)
"
Comedy, Romance            ",30,Playing It Cool,6.0,94 min,21522,(2014)
"
Comedy            ",45,She's Funny That Way,6.1,93 min,21104,(2014)
"
Action, Crime, Thriller            ",28,Tokarev,5.0,98 min,21093,(2014)
"
Drama            ",56,You're Not You,7.4,102 min,20927,(2014)
"
Action, Adventure, Horror            ",24,The Pyramid,4.6,89 min,20491,(2014)
"
Comedy, Drama, Romance            ",22,Barefoot,6.6,90 min,20417,(I) (2014)
"
Comedy, Drama, Romance            ",76,Obvious Child,6.8,84 min,20399,(2014)
"
Drama, Thriller, War            ",63,Good Kill,6.4,102 min,20132,(2014)
"
Comedy, Romance            ",62,About Last Night,6.1,100 min,20129,(2014)
"
Horror, Thriller            ",37,Jessabelle,5.4,90 min,19731,(2014)
"
Action, Comedy, Horror            ",59,Død snø 2,6.9,100 min,19508,(2014)
"
Action, Comedy, Horror            ",49,Cooties,5.7,88 min,19408,(2014)
"
Comedy, Horror, Romance            ",70,Spring,6.7,109 min,19276,(I) (2014)
"
Comedy, Romance            ",60,They Came Together,5.5,83 min,19248,(2014)
"
Comedy, Drama            ",21,The Angriest Man in Brooklyn,5.7,83 min,18983,(2014)
"
Drama, Romance            ",71,Hoje Eu Quero Voltar Sozinho,8.0,96 min,18824,(2014)
"
Drama, Thriller            ",54,The Riot Club,6.0,107 min,18716,(2014)
"
Biography, Drama, Music            ",71,Get on Up,6.9,139 min,18311,(2014)
"
Crime, Drama, History            ",56,Escobar: Paradise Lost,6.5,120 min,18309,(2014)
"
Drama, Fantasy, Horror            ",42,Clown,5.7,100 min,18194,(2014)
"
Adventure, Crime, Drama            ",50,Trash,7.2,114 min,17914,(I) (2014)
"
Drama, Romance, War            ",63,Suite Française,7.0,107 min,17762,(2014)
"
Comedy, Romance            ",38,Think Like a Man Too,5.8,106 min,17733,(2014)
"
Crime, Drama, Thriller            ",74,Kraftidioten,7.2,116 min,17440,(2014)
"
Horror            ",41,The Quiet Ones,5.1,98 min,17395,(2014)
"
Comedy, Crime, Thriller            ",30,Kill Me Three Times,5.9,90 min,17297,(2014)
"
Adventure, Family, Sci-Fi            ",53,Earth to Echo,5.8,91 min,17257,(2014)
"
Comedy, Fantasy            ",17,A Haunted House 2,4.7,86 min,17225,(2014)
"
Drama, Fantasy, Romance            ",39,La belle et la bête,6.4,102 min,17159,(2014)
"
Biography, Drama, History            ",37,Son of God,5.7,138 min,17115,(2014)
"
Drama, Romance            ",51,A Little Chaos,6.5,112 min,16956,(2014)
"
Comedy, Fantasy, Horror            ",50,Life After Beth,5.6,89 min,16882,(2014)
"
Crime, Drama, Thriller            ",19,Reasonable Doubt,5.7,91 min,16715,(2014)
"
Comedy, Drama            ",69,Welcome to Me,5.9,87 min,16699,(2014)
"
Comedy, Romance, Sport            ",52,Cuban Fury,6.2,98 min,16467,(2014)
"
Documentary, Biography, History            ",83,The Salt of the Earth,8.4,110 min,16170,(2014)
"
Comedy, Drama            ",24,Just Before I Go,6.4,95 min,15810,(2014)
"
Comedy, Drama            ",54,What We Did on Our Holiday,6.9,95 min,15796,(2014)
"
Comedy, Drama, Music            ",52,Rudderless,7.5,105 min,15672,(2014)
"
Biography, Drama, Romance            ",21,Grace of Monaco,5.7,103 min,15585,(2014)
"
Comedy, Romance            ",51,The Rewrite,6.2,107 min,15563,(2014)
"
Comedy, Drama, Romance            ",52,Comet,6.8,91 min,15416,(2014)
"
Comedy, Drama, Romance            ",52,5 to 7,7.1,95 min,15259,(2014)
"
Action, Thriller            ",19,The Prince,4.6,93 min,15231,(I) (2014)
"
Horror, Mystery, Thriller            ",34,Devil's Due,4.1,89 min,15198,(2014)
"
Crime, Drama, Thriller            ",26,No Good Deed,5.6,84 min,15173,(I) (2014)
"
Action, Thriller            ",35,Everly,5.1,92 min,15120,(2014)
"
Action, Crime, Drama            ",23,American Heist,5.1,94 min,15043,(2014)
"
Crime, Drama, Thriller            ",28,The Bag Man,5.3,108 min,15016,(I) (2014)
"
Drama, Fantasy, Horror            ",49,Starry Eyes,6.0,98 min,14878,(2014)
"
Drama, Fantasy, Mystery            ",42,Lost River,5.8,95 min,14797,(2014)
"
Animation, Adventure, Comedy            ",48,Planes: Fire & Rescue,6.0,83 min,14594,(2014)
"
Drama, Horror, Thriller            ",62,Backcountry,6.0,92 min,14438,(I) (2014)
"
Drama, Family, Sport            ",41,When the Game Stands Tall,6.7,115 min,14122,(2014)
"
Action, Comedy, Horror            ",54,Wyrmwood,6.3,98 min,14069,(2014)
"
Comedy, Horror            ",44,Zombeavers,4.8,77 min,13996,(2014)
"
Drama            ",92,Timbuktu,7.2,97 min,13944,(2014)
"
Documentary, Biography, Crime            ",72,The Internet's Own Boy: The Story of Aaron Swartz,8.1,105 min,13853,(2014)
"
Comedy, Family            ",18,Saving Christmas,1.5,79 min,13763,(2014)
"
Documentary, Biography            ",87,Life Itself,7.8,120 min,13674,(2014)
"
Drama, History, Music            ",89,Phoenix,7.3,98 min,13608,(II) (2014)
"
Action, Crime, Thriller            ",42,Good People,5.5,90 min,13605,(2014)
"
Crime, Mystery, Thriller            ",61,Fasandræberne,7.1,119 min,13589,(2014)
"
Drama, Music, Romance            ",73,Beyond the Lights,6.9,116 min,13470,(2014)
"
Horror, Thriller            ",53,[REC] 4: Apocalipsis,5.4,95 min,13397,(2014)
"
Comedy, Drama, Fantasy            ",81,En duva satt på en gren och funderade på tillvaron,7.0,101 min,13350,(2014)
"
Comedy, Drama, Romance            ",64,Infinitely Polar Bear,7.0,90 min,13349,(2014)
"
Horror, Sci-Fi            ",38,Extraterrestrial,5.0,101 min,13230,(2014)
"
Comedy, Drama            ",75,The Trip to Italy,6.6,108 min,13164,(2014)
"
Horror, Thriller            ",38,V/H/S Viral,4.2,81 min,13141,(2014)
"
Drama, Fantasy, Horror            ",80,Fehér isten,6.9,121 min,13065,(2014)
"
Comedy, Drama            ",40,Better Living Through Chemistry,6.3,91 min,12864,(2014)
"
Comedy, Drama, Romance            ",53,Samba,6.7,118 min,12725,(2014)
"
Crime, Thriller            ",47,Open Windows,5.2,100 min,12211,(2014)
"
Comedy, Drama            ",31,The Road Within,7.1,100 min,12055,(2014)
"
Comedy            ",25,Moms' Night Out,5.5,98 min,11977,(2014)
"
Horror, Mystery, Thriller            ",47,The Town That Dreaded Sundown,5.6,86 min,11835,(2014)
"
Horror, Mystery, Thriller            ",55,The Canal,5.9,92 min,11550,(2014)
"
Drama, Romance            ",82,Love Is Strange,6.7,94 min,11158,(2014)
"
Comedy, Drama, Romance            ",38,And So It Goes,5.8,94 min,11029,(2014)
"
Action, Adventure, Drama            ",33,Outcast,4.6,99 min,11004,(I) (2014)
"
Comedy, Romance            ",11,Some Kind of Beautiful,5.7,99 min,10977,(II) (2014)
"
Adventure, Drama, Romance            ",71,Copenhagen,7.2,98 min,10894,(2014)
"
Animation, Adventure, Family            ",51,The Pirate Fairy,6.6,78 min,10818,(2014 Video)
"
Crime, Drama, Thriller            ",32,The Forger,5.7,92 min,10533,(2014)
"
Drama            ",68,"Kumiko, the Treasure Hunter",6.6,105 min,10478,(2014)
"
Horror            ",34,The Possession of Michael King,5.7,83 min,10334,(2014)
"
Drama, Romance            ",57,The Disappearance of Eleanor Rigby: Them,6.3,123 min,10305,(2014)
"
Documentary            ",71,Fed Up,7.7,92 min,10239,(2014)
"
Drama            ",45,Black or White,6.6,121 min,10190,(2014)
"
Action, Crime, Thriller            ",40,In the Blood,5.8,108 min,10080,(I) (2014)
"
Comedy, Drama, Romance            ",34,The Longest Week,5.4,86 min,10032,(2014)
"
Crime, Drama            ",63,Rob the Mob,6.3,104 min,9855,(2014)
"
Biography, Drama            ",51,Yves Saint Laurent,6.2,106 min,9804,(2014)
"
Documentary, Drama, Music            ",83,"20,000 Days on Earth",7.5,97 min,9764,(2014)
"
Drama, History            ",62,Im Labyrinth des Schweigens,7.3,124 min,9735,(2014)
"
Drama, Mystery, Romance            ",87,The Duke of Burgundy,6.6,104 min,9698,(2014)
"
Crime, Drama            ",51,God's Pocket,6.1,88 min,9656,(2014)
"
Biography, Drama            ",67,Rosewater,6.6,103 min,9555,(2014)
"
Documentary, Biography, History            ",92,The Look of Silence,8.3,103 min,9434,(2014)
"
Crime, Drama, Thriller            ",44,Cut Bank,6.0,93 min,9023,(2014)
"
Crime, Drama            ",78,Plemya,7.1,126 min,8831,(2014)
"
Drama, Sci-Fi, Thriller            ",42,Monsters: Dark Continent,4.3,119 min,8823,(2014)
"
Biography, Comedy, Crime            ",54,Kid Cannabis,6.4,110 min,8631,(2014)
"
Comedy, Horror, Romance            ",37,Burying the Ex,5.4,89 min,8600,(2014)
"
Action, Crime, Thriller            ",67,La French,7.1,135 min,8487,(2014)
"
Documentary, War            ",95,Virunga,8.3,100 min,8450,(2014)
"
Drama, Thriller            ",31,Dying of the Light,4.4,94 min,8443,(2014)
"
Comedy, Fantasy            ",34,Premature,5.8,93 min,8432,(2014)
"
Action, Drama, Romance            ",47,Young Ones,5.9,100 min,8416,(2014)
"
Comedy            ",18,Behaving Badly,4.4,97 min,8395,(2014)
"
Adventure, Drama, Thriller            ",80,Theeb,7.2,100 min,8391,(2014)
"
Thriller            ",34,Beyond the Reach,5.6,91 min,8369,(2014)
"
Comedy, Drama, Musical            ",60,The Last Five Years,5.9,94 min,8277,(2014)
"
Action, Drama            ",66,Yi ge ren de wu lin,6.5,100 min,8258,(2014)
"
Drama, Music            ",48,Song One,5.8,86 min,8187,(2014)
"
Drama            ",47,Before I Disappear,7.2,93 min,8179,(2014)
"
Action, Adventure            ",50,Northmen - A Viking Saga,5.4,97 min,7987,(2014)
"
Drama, Thriller            ",43,A Good Marriage,5.2,102 min,7951,(2014)
"
Documentary, Biography, Comedy            ",76,An Honest Liar,7.5,90 min,7847,(2014)
"
Drama, Musical, Romance            ",58,God Help the Girl,6.4,112 min,7785,(2014)
"
Action, Adventure, Fantasy            ",81,Star Wars: Episode VII - The Force Awakens,8.0,136 min,750876,(2015)
"
Action, Adventure, Sci-Fi            ",90,Mad Max: Fury Road,8.1,120 min,729335,(2015)
"
Adventure, Drama, Sci-Fi            ",80,The Martian,8.0,144 min,631741,(2015)
"
Action, Adventure, Sci-Fi            ",66,Avengers: Age of Ultron,7.4,141 min,600049,(2015)
"
Action, Adventure, Drama            ",76,The Revenant,8.0,156 min,572005,(2015)
"
Action, Adventure, Sci-Fi            ",59,Jurassic World,7.0,124 min,510494,(2015)
"
Animation, Adventure, Comedy            ",94,Inside Out,8.2,95 min,494632,(I) (2015)
"
Action, Adventure, Comedy            ",64,Ant-Man,7.3,117 min,445113,(2015)
"
Crime, Drama, Mystery            ",68,The Hateful Eight,7.8,187 min,400382,(2015)
"
Action, Adventure, Thriller            ",60,Spectre,6.8,148 min,337227,(I) (2015)
"
Crime, Drama, History            ",93,Spotlight,8.1,128 min,333507,(I) (2015)
"
Action, Crime, Thriller            ",67,Furious Seven,7.2,137 min,323732,(2015)
"
Action, Crime, Drama            ",82,Sicario,7.6,121 min,300207,(2015)
"
Action, Adventure, Thriller            ",75,Mission: Impossible - Rogue Nation,7.4,131 min,290058,(2015)
"
Biography, Comedy, Drama            ",81,The Big Short,7.8,130 min,285908,(2015)
"
Drama, Thriller            ",86,Room,8.2,118 min,284271,(I) (2015)
"
Drama, Romance, Thriller            ",46,Fifty Shades of Grey,4.1,125 min,266969,(2015)
"
Drama, History, Thriller            ",81,Bridge of Spies,7.6,142 min,248423,(2015)
"
Action, Adventure, Sci-Fi            ",65,The Hunger Games: Mockingjay - Part 2,6.5,137 min,234021,(2015)
"
Action, Adventure, Comedy            ",56,The Man from U.N.C.L.E.,7.3,116 min,228638,(2015)
"
Action, Adventure, Sci-Fi            ",38,Terminator Genisys,6.5,126 min,224245,(2015)
"
Action, Crime, Drama            ",41,Chappie,6.8,120 min,205863,(2015)
"
Action, Comedy, Crime            ",75,Spy,7.0,119 min,205523,(2015)
"
Drama, Sport            ",82,Creed,7.6,133 min,200179,(2015)
"
Action, Adventure, Sci-Fi            ",42,Insurgent,6.2,119 min,189791,(2015)
"
Drama, Sport            ",57,Southpaw,7.4,124 min,189481,(2015)
"
Action, Sci-Fi, Thriller            ",43,Maze Runner: The Scorch Trials,6.3,131 min,188715,(2015)
"
Comedy, Crime, Drama            ",56,Focus,6.6,105 min,183143,(II) (2015)
"
Animation, Action, Adventure            ",56,Minions,6.4,91 min,181832,(2015)
"
Comedy, Drama            ",51,The Intern,7.1,121 min,181019,(I) (2015)
"
Action, Adventure, Drama            ",43,San Andreas,6.1,114 min,179021,(2015)
"
Action, Adventure, Biography            ",64,Everest,7.1,121 min,172749,(2015)
"
Action, Adventure, Sci-Fi            ",40,Jupiter Ascending,5.3,127 min,160649,(2015)
"
Biography, Drama, History            ",72,Straight Outta Compton,7.9,147 min,157919,(2015)
"
Comedy, Drama, Romance            ",82,The Lobster,7.1,119 min,157645,(2015)
"
Action, Adventure, Family            ",60,Tomorrowland,6.5,130 min,155857,(2015)
"
Comedy            ",48,Ted 2,6.3,115 min,155312,(2015)
"
Biography, Crime, Drama            ",68,Black Mass,6.9,123 min,149590,(2015)
"
Biography, Drama, History            ",66,The Danish Girl,7.1,119 min,134804,(2015)
"
Action, Adventure, Sci-Fi            ",27,Fantastic Four,4.3,100 min,134313,(2015)
"
Horror, Mystery            ",83,The VVitch: A New-England Folktale,6.8,92 min,133051,(2015)
"
Drama, Family, Fantasy            ",67,Cinderella,6.9,105 min,132793,(I) (2015)
"
Biography, Drama            ",82,Steve Jobs,7.2,122 min,132323,(2015)
"
Drama, Fantasy, Romance            ",51,The Age of Adaline,7.2,112 min,129217,(2015)
"
Biography, Crime, Drama            ",55,Legend,7.0,132 min,128507,(I) (2015)
"
Comedy, Music            ",63,Pitch Perfect 2,6.4,115 min,123459,(2015)
"
Comedy, Drama, Romance            ",75,Trainwreck,6.2,125 min,117335,(2015)
"
Drama, Mystery, Thriller            ",77,The Gift,7.1,108 min,115338,(VI) (2015)
